source,target
6649237f-df8a-45e3-aab5-93063139140f|R3266-6,b542dcfc-a056-4206-a117-17b3c2774c8f|R3266-5
652eddab-64c7-4dfd-bc29-0329debea271|MOD-12203-12556-1,f737f9ac-3cb1-40dd-bb18-11ead20bb0de|QR12203-5
657cac74-cc1e-4754-8d42-3e9a0ce1d921|SU10958-2,1110eb4f-1542-41fa-96f1-c35dda7c730f|SU10958-1
665800dc-2c6f-4908-812b-d12b1484c759|G2996-4298-7,886f4128-6192-4e45-a2e2-70052bb62fad|G2996-4298-5
66b72950-5627-4968-ac19-fb0788686137|QR4204-26,d47c620e-a71d-40a2-9568-17c86ff11dfa|QR4204-21
670b9c37-387f-4504-9c0c-b9354612a5e8|MOD-1865-14982-1,2b33e005-2fad-412c-80fa-5c5e32bc6c3c|R1865-25
6730020b-c6de-4ff5-b81c-28d8a745973c|R3493-5,57488140-dd77-4def-930a-5e61ad8dcb17|R3493-4
6837a642-02f4-4015-a945-07f1c31165bb|R1431-66,eb555632-f897-4145-bab6-f7a3af38cf15|R1431-65
628c43dd-baed-4559-bf83-12f6628263f5|R4419-12,88c2070b-f88e-45c2-806e-965d7f242b31|R4419-4
632bbfd8-9385-46a9-9741-2feae3cd2172|QL3924-37,5fe8bdcc-0764-4c01-bfda-1744c23645fe|QL3924-33
626c17e4-c934-4f14-80a8-0b9dbd9148d3|R3096-4,220cf833-087f-405a-a4f0-e1c118adcfc9|R3096-3
628ff0bd-bfc1-4f2b-9dc9-676ca145d225|SG4564-2,869317fe-1a71-49a8-a16c-ae4a098182d1|SG4564-1
6387c5c3-cd00-48a1-b141-bbade96ebe06|FR2522-73,2420cd9a-86ea-4709-bcf1-e7210b5f969c|FR2522-71
63af63db-1a48-4c22-80d9-7f47464fec7a|F11682-2,73494d5f-339a-442b-86b6-98a683688ffd|F11682-1
66b7b8a7-e74e-49d8-9e0b-40e4cb4268fa|QR3154-35,1ce42d5c-adab-4d2d-bcaf-1418fcebc347|QR3154-34
66e4895d-d8ec-49dd-bfe7-b80f328d84c6|MOD-2683-15167-2,cdd72539-aca5-4d5b-b778-87654c580c44|MOD-2683-15167-1
670f4d4e-9f11-419c-8b63-31edbd2d130e|R12588-7,3e1a8b35-c820-495b-826e-df8add71248d|R12588-1
6755374f-1b7e-4dc8-aa3a-94de8f0c80b6|F10017-7,33f6253e-d2ab-44be-8947-5663e5d95608|F10017-5
68506b1a-b958-4be7-8083-e92aced87770|QR13646-3,761d0fb4-465c-4d01-939e-c80975245048|QR13646-1
68895c2b-b2a3-4fdf-a875-6c91f0f2d27a|G3201-4389-7,a1f7a2af-1006-48e1-8e0f-1df11ad6d546|G3201-4389-6
63c1b53c-26b4-4dd7-8d11-3bbb7eff6c7d|QR1768-20,8cde952a-99c0-4f2a-8714-3be5e3a9793a|QR1768-18
64cc0977-46dc-4966-ba20-db91c3d7467d|R3938-17,92184909-47b8-4f5a-b46f-1588aa012c06|R3938-9
64b2bfaf-f950-49db-935e-b8b99e9d5c5c|F11682-4,d9be5dce-9d27-4ad5-9259-f80f6872f968|F11682-3
64f91700-a8f2-40da-a16e-d5187fd3382e|R2893-28,b34e4d12-e1da-40be-af6b-875caf0b9d28|R2893-21
6bc962cc-73ab-440a-ad83-028ae14bde1d|QR3154-20,76820207-4d76-41df-98d0-48ba3d697152|QR3154-18
68e4ee95-d464-461e-8065-83ca51954e1d|QR11399-6,1186eb7e-13ed-49de-bc53-eee2e7a1ab35|QR11399-2
69094c76-237c-445a-a843-69bf24db9a8b|QR11267-16,0b7ce346-26b8-45a2-9316-50f8ea839957|QR11267-2
699af7b0-0762-4c16-92d5-4399e8f4daf3|QR1947-29,846acfbc-1fcd-4057-bc9d-f920feeaf1ac|QR1947-27
6791934b-20d6-4d50-a333-2a752882dfd4|SU10956-2,62b72db1-1f27-4099-bea3-f95d325214da|SU10956-1
692caa0a-bb2a-4cdc-bb3a-85e179711482|R3951-30,8ea619c6-00fd-4eab-b358-3be445f22260|R3951-20
695e34c0-5d4d-4480-ae86-22b301d3c01e|R3951-34,8ea619c6-00fd-4eab-b358-3be445f22260|R3951-20
69820e5b-ad45-48ec-92ab-aba022c68b93|R3140-28,5f8bd653-fb4b-4aa0-928d-f324fc2e35be|R3140-22
69864698-d33f-4c9c-88e0-62f46ee305db|MOD-2588-4501-2,3f53eeec-22de-46f2-9651-3decf3fca934|MOD-2588-4501-1
69d16b65-4a01-4929-93e0-1f98e66e6f02|R3481-12,35174a2e-0d73-456a-a588-12a83d394d6b|R3481-10
6720104e-0182-4e34-bef5-a41573843541|P3389-29,83c373e0-0429-4c5b-b7cd-2eecff2ade2f|P3389-19
673f5d75-085c-4eb3-bb28-b46ce1562a75|R3142-24,315938c2-29b6-4d55-848e-07ccd37fd87e|R3142-16
67ea7805-bd87-456e-89c8-ffd84d3cadf6|G11883-13178-3,7a3ab3ce-f55e-46c5-896d-8b80c9cfa9b0|G11883-13178-1
6807ee59-646c-4ff1-af04-87a901299a23|MOD-2553-4473-2,de6e646b-4edd-405a-a21f-c1aea892a5d9|MOD-2553-4473-1
6872be30-5ab8-4098-b976-ce866998eb12|QR3011-31,4a33554f-0b70-4e60-840f-42992d78c926|QR3011-30
6973f269-2be8-4a5b-a808-a1637060e5ae|QR3399-21,4d223ce9-4df2-4478-a501-347aa1f45f1f|QR3399-13
66f172a1-cac9-42c8-af78-722f65f547a1|MOD-3306-13242-1,1970c20c-3300-43cc-a720-f97e33bdeb05|QR3306-32
69aa7416-2180-432d-8eaa-bf71015cd724|R12818-6,403c420b-5fac-485e-a091-3f5a11e3353d|R12818-1
6b22fd83-4de7-4bb3-92eb-a72abf6de59e|GCLC28412607-5,7fa8bed0-3a85-4376-859e-a84288d67ffd|GCLC28412607-1
6b6aaea5-b3f7-4775-bacd-43048ca4b9fb|ASD3997-4,5488bc9b-48bf-489f-969c-172490012868|ASD3997-3
6bcc769f-2b5b-45c1-b7db-4a12e3bd1961|MOD-3189-10604-2,fbddd4fd-cbe2-4759-990d-08b7a02d2154|MOD-3189-10604-1
69cca19c-9bf4-435a-a16e-3e570339d7d9|L12683-5,b271107a-eec4-4afa-a819-a3cc7dafcfff|L12683-1
699fc7c5-018e-4335-956c-209af5c383f2|R12588-2,3e1a8b35-c820-495b-826e-df8add71248d|R12588-1
69b64dcb-3a25-4c53-8184-80a0942eab7a|ASL10252-4,de9853aa-afdd-4a20-87d0-fdcfdbd400bf|ASL10252-3
6a197ab5-92f8-4962-a448-f218b67eb7a6|MOD-3924-10501-2,6bb5defc-6afa-412c-ad07-c4e7b9bd191c|MOD-3924-10501-1
6aad9a65-d2c0-475f-92b7-d0f3285647cc|SR11228-2,51fb5dbb-7765-4bcd-a976-4982c28b3611|SR11228-1
6aa065ff-fc2a-4825-9ad8-fb8691cf3bac|QR3306-37,63c39fd4-ebb0-4ac3-a4a5-196bd54c1545|QR3306-30
6af35ad3-eb7e-4098-89d0-96148956ebf0|MOD-10870-14127-2,98c29f40-3ac7-483c-a532-1a42440a395d|MOD-10870-14127-1
6ceac5b3-73f3-4b39-bac8-bdff4304acf5|G11648-13273-1,b9d10825-ba33-40c4-ae36-1949e0a872f7|F11648-1
6d422dc6-9e4d-465c-a3bd-f9eb7c9e2dda|F12371-4,22c2c9d2-a633-4de7-bfdf-26182bd63268|F12371-1
6c9a699e-1e38-4dc7-9b16-ca977b43e3cf|R3211-3,cf6bd88f-af44-44f0-8b0d-685e73e3b07d|R3211-1
6b75c363-02df-4e9e-8525-3ecd57991b76|SR11570-3,6cc656f7-3768-4408-8c0d-6dfcde656533|SR11570-2
6c705d93-fbd0-4d41-848c-bf5abb64cbf8|G11883-13178-2,7a3ab3ce-f55e-46c5-896d-8b80c9cfa9b0|G11883-13178-1
6d5b4d8c-baa6-433a-808d-cafdf90b36aa|QR3011-38,f112f36b-c8f1-414c-bb16-db8fb559c2f9|QR3011-35
6c056416-4c69-4aff-9fa1-c5f8a7400b77|R1853-18,f12de911-c1bc-46e9-bd60-e654cb07bc67|R1853-16
6c409549-8888-4a2f-8090-7e2b999d4097|ASL10083-5,25acdbcd-4a28-40d8-9938-179f793db06b|ASL10083-4
6da50833-4df7-4b88-80c2-431f5cccd29a|R3142-78,f943288c-269b-472e-98a6-c7af1ee1cbda|R3142-57
6daf58d1-de0d-4a31-94eb-eadf760ce7eb|QL3627-6,a0b701bb-0ed8-4047-b8d8-2740ae4e3045|QL3627-5
6c05b5d6-652b-4886-a56a-c2aecd8027ce|R1704-9,f9a4d64a-91f2-4156-9997-4f3f8fc8dd2e|R1704-4
6d18d5c8-e455-4b88-8fa1-9c4c0b644122|QF3223-16,57d94645-24a0-4180-9ded-184b7b4da45f|QF3223-14
6da5f62d-c877-464d-9794-0b0a6685e383|R1622-55,eff09bbc-790a-4a0f-8338-4748258a5de3|R1622-49
6db99642-5f55-4c45-9e51-8be0f09169ee|P2898-20,4a0d286f-636e-43e5-bc22-734090f40dc8|P2898-19
75186760-0f96-429f-ad65-410b9332d573|QR3306-35,63c39fd4-ebb0-4ac3-a4a5-196bd54c1545|QR3306-30
6fa4ff5f-c7d0-4d92-85aa-4af1827d9930|ASD10172-9,5b43600f-268e-49ae-a72d-b4e7dcb3311c|ASD10172-5
6fb4c4ca-7de5-4eca-8b5c-94db4f290d80|D2L2332-4,568660a1-a6e9-4a0e-9138-a11c0cea75f6|D2L2332-2
73a09c5f-45cf-4f59-9481-12e236183bac|QR11267-5,148f0642-721a-4902-9872-e4c66c8accf9|QR11267-4
70d6ce29-9b1d-48a6-9270-4de324e86e96|QR13646-4,761d0fb4-465c-4d01-939e-c80975245048|QR13646-1
74f5a162-7382-4205-a83c-566ac2ac3774|QR3208-27,c37c44c4-401a-46cf-b83f-13897cdae6c7|QR3208-26
6f34d148-7e74-4889-b3c0-6626bda510ad|MOD-11281-12236-2,f0781dc3-d038-4b13-9fbc-d26b8000dbb4|MOD-11281-12236-1
71f4eb43-9e19-4d3e-94e6-b1afdddf7629|L4295-3,7c46fe93-3660-4417-b84d-3714c269aae4|L4295-1
74cbec5f-8c88-416c-b512-63071447979f|SU12075-3,177560f0-ae21-4b4d-a6c7-3991fc06a527|SU12075-1
73815a2a-afa7-4d2f-b2e1-039ae983f32c|QR3399-25,4d223ce9-4df2-4478-a501-347aa1f45f1f|QR3399-13
6ef082df-957e-4353-8411-80f6abb34b65|P3389-11,27ca9f63-f39d-4b76-ad69-bdb7d6262940|P3389-8
7418a149-ffa6-48ab-a312-5172b0e7b9d2|MOD-3216-10188-2,a1cd2490-7cb9-4cfc-8a3a-31805f0e19d5|MOD-3216-10188-1
74394005-9246-4a7d-a0e1-802ced6352e9|QR3459-15,45fcc664-8ee8-400c-a249-585da1587f07|QR3459-10
74455d29-7aa7-44f7-8569-5b76492215b4|MOD-1244-4525-2,9a1d06b2-eab3-421a-9d1d-a30325b6092c|MOD-1244-4525-1
97d8f46a-0f3f-48ea-baea-c46801ff5430|QL4286-7,58811604-6619-4dbf-b2fa-af7947c80885|QL4286-3
748defe1-78eb-4aa2-a571-f9e430db8c88|R3140-24,5f8bd653-fb4b-4aa0-928d-f324fc2e35be|R3140-22
77d5f041-f889-4a7b-8233-7c4243b0f310|MOD-2692-4210-2,173e00e5-b534-453d-acbe-5fcafa3e6764|MOD-2692-4210-1
78adffe7-9498-4e67-bec5-6517741b836b|QR10037-12,dbe5af92-b765-4cce-b8db-7e8659c01e01|QR10037-2
799e8750-d038-4667-9ce0-bce6b1baf62d|QR10037-9,dbe5af92-b765-4cce-b8db-7e8659c01e01|QR10037-2
79236599-0641-45d9-aa38-0938d309ba47|F4595-10,35988cf8-097e-4da2-af6e-7d588129effc|F4595-8
7629a232-c7a7-44dd-bc66-48c99a7ccde5|QR3538-5,30ef60c3-70ce-4e6e-bf34-c84c597898e6|QR3538-2
7639731a-a908-4a42-ae3a-19603be091d1|L10164-20,7726b566-bd21-494b-b09a-3909c9fce4d6|L10164-11
76cd8f5e-e425-4086-a3e5-73423bd79a7f|F2683-21,ce3471aa-9186-4ce4-87f4-27097222c405|F2683-16
77b07351-a1ed-4688-90cc-9de53ef267cb|MOD-12175-12931-1,a2be94df-e489-499e-815d-709cf985626d|QR12175-5
783abb12-230c-4c59-ba1d-7e1ce8ecd9bb|QR12175-2,c5579cf7-992f-4a3f-a99b-4e412cbc4b75|QR12175-1
78455c55-0391-4b83-aeb3-bb7dcf3dfa99|R0464-54,450e7ad1-aaec-461d-ac8e-b5869b821385|R0464-52
75a67e5e-87b8-461f-877c-e4e8aa272957|SU12075-5,177560f0-ae21-4b4d-a6c7-3991fc06a527|SU12075-1
75e9fcf4-eb99-4d77-b53e-7e1b3b6042c0|FR1646-13,a762f77c-5dbb-4b93-8fa1-543c3512db7a|FR1646-12
79e53264-8a54-4b71-aa22-ee562cce0441|P3389-26,83c373e0-0429-4c5b-b7cd-2eecff2ade2f|P3389-19
78d34e7e-cffb-4235-8a47-7b8054110f37|L3108-11,a69fda22-1517-4a35-bfdd-58d1d38bd998|L3108-6
765d5ed9-fe21-4b18-a153-8b6d46b10a1f|R2924-26,615dd66c-f91a-4d89-91fc-96d1ed99463e|R2924-23
7c521d66-595c-4e47-a012-c5c570ab3e76|QR4204-17,3624365e-24b9-4e3a-ae66-7f9e283e1275|QR4204-16
79b9a850-3270-418e-804c-44454d237f0d|SG10626-5,6ff69363-6b1d-48c6-a481-c73f25fb6ec4|SG10626-1
79ee8e59-3a19-44c0-9ff3-e321f120ccbe|QR1838-11,93a78fbe-6606-4964-8366-01dc9b0723b0|QR1838-10
7e029bfd-a6c3-4db6-a5c6-b0f19fe87d77|MOD-13811-15148-1,5bf43f5c-6349-433e-a27b-19fd4e1be03f|QR13811-4
7e723f4b-749f-4c11-8e5e-723abf2e6099|QR11401-14,3abe3084-75a2-4eb6-a8b7-b39544b0da9b|QR11401-2
79e083c1-83f4-47bf-93c1-67455e870f21|R2893-53,cff0c361-3989-4bdc-acea-10a2f13dfd40|R2893-48
7f034b78-8f75-43b8-a37c-93aa6afe4671|R4474-26,fc0c70f0-0f20-463a-9412-456e93d1f520|R4474-15
7f77a171-e491-45c1-90f7-b3f988eafb55|QR3208-25,0bfe9127-56c4-4699-8d06-28d769114596|QR3208-23
7fb18bdf-36a5-45f4-9e1a-6cefe129b8f4|ASD3997-10,f398ca88-389c-4cc5-adb8-f64877e429fd|ASD3997-9
7a396414-587b-440a-8ab9-e1d5bab394d8|G2996-4298-12,0f2d3905-26c2-4153-8e38-1be959e4b64f|G2996-4298-9
7abb9e8e-7ede-4408-91de-12fd9db89f31|R3266-8,418af465-86f7-4caa-acc4-1e6d196f61a6|R3266-7
807e03cf-34dc-46f1-8f14-0bdbcda5ffb8|P3205-3,232b96cf-83d2-49a4-8cd2-6019b6b04050|P3205-2
7ad2c943-6429-4c41-ba46-4cdbae2ad1f0|SSF4542-7,702717f5-3034-4f9f-8bac-18e2eb31190d|SSF4542-6
7f720bc7-7fb5-48df-8e12-051ce7f585f4|R13412-2,e3323c33-8221-443e-961c-0ae4ef15793f|R13412-1
80ca30d1-f3ed-4377-bc3c-e66db4a43332|QR10037-10,dbe5af92-b765-4cce-b8db-7e8659c01e01|QR10037-2
7b745c11-f765-468e-8b7b-ec903474176a|PR2824-15,522b8278-1224-44c7-9643-3551659a1449|PR2824-14
7e07eb75-0a2a-43e8-a955-617bad9fc3f7|R3140-26,5f8bd653-fb4b-4aa0-928d-f324fc2e35be|R3140-22
7ea45df7-4017-4f09-b475-e83abb2012db|PR2824-21,3d0f4b55-0b61-471b-b87a-f34c8a032de5|PR2824-20
7ae95e51-cd1b-4633-9b5e-1d1e6b8852c7|R3039-48,f80615b4-fcb9-4f0c-9a44-86218293acec|R3039-38
7ae3f06f-f87a-46cc-bb75-2ca8e13e7e61|QR3154-42,e1a0fd64-0e5b-433d-a47a-56e1de3f4bae|QR3154-41
7f1d6fb7-adce-4a79-a3cd-490dfb0031ce|R10610-2,81c0c75c-d696-4545-90e6-2b5aba0abb6e|R10610-1
6e1b384b-b8e4-4824-99b4-a05d0c8c2963|QR2672-9,bf3f8ab9-02cd-4ab6-8389-680de3d189f3|QR2672-8
6ec7624f-8f7d-45f8-beec-3aee07f5e2c0|QR10037-5,dbe5af92-b765-4cce-b8db-7e8659c01e01|QR10037-2
6febc5ca-e0f7-4cf0-99cb-491185410592|R10608-3,994e986e-e05a-49c5-af3c-927e495a37e4|R10608-2
704e28d9-05d3-4925-a198-77468bc5418a|R12583-2,f23fad97-715a-4266-b443-e1b2eb8708c2|R12583-1
70768a82-b49f-4103-9473-82e2ee7adc6c|ASB4367-5,9b5054eb-e516-4ca1-9527-e16cbfbe8824|ASB4367-4
7102d0ef-e9b0-43be-989b-5992f64149fd|R0628-24,f57d600c-063f-4c3e-91e1-9a461f56b54c|R0628-21
710fe342-1909-477c-9dec-a5bf5d6cf73d|QR11602-6,f042c0ef-bfa9-4851-b59f-812a6cf166e6|QR11602-2
705826e1-4727-47c4-8812-b6adbf24c175|R4212-29,cd24bfa2-fccb-4eb1-bd35-971765fdbbb7|R4212-26
71451fb4-c525-42c1-82e1-86f219b97c21|QR3208-12,f3845832-d5ef-42cb-bca9-2551eb4f2b8c|QR3208-11
6e98de85-dadc-4d04-945f-bdd2b5e077b9|MOD-10920-12754-1,26458662-53f7-474d-af43-d24151332617|QV10920-6
71b135ae-50c8-411e-a922-d4e490458e3b|SR10744-4,16818b6c-0472-4d64-a6c2-8918c71eb727|SR10744-2
725ecd4f-9390-4b4a-bdad-0c184b4689bd|MOD-3178-10396-2,ffd6b731-4093-465d-95fe-33296f515ee9|MOD-3178-10396-1
727e9e4c-c42a-4ad5-9df4-8f8f43b55d17|R0464-46,e23554dc-6d3d-41a9-9d51-f5d466fd01d7|R0464-44
72a1f0b2-86f7-4929-8446-2fdd7e10492d|R3075-15,19f85139-4b5b-4754-8084-8f476d566b8d|R3075-12
71cff23d-4f31-4358-b63a-97fb8e63324b|R3476-3,e182f288-34c6-43b0-90f7-c2acebc86b43|R3476-2
7bf173c9-9d06-45bc-a2c2-a515015af571|MOD-4204-11157-2,880f706f-91f4-4698-a696-be570b06f96d|MOD-4204-11157-1
720795dc-9833-4197-9e38-60e6ca4f0559|QR11327-2,1db45a07-28c4-4aec-901e-62d797f7953a|QR11327-1
72260018-dd89-41a4-9ff3-07ba09e6e587|QL3918-5,3cc5383c-bbfe-4383-85e8-c15a1a5f0957|QL3918-4
7cf87462-d3f8-4524-af2c-e1eedf13c483|SR11280-2,f40ae32c-f64b-4244-96a0-58435f770ad5|SR11280-1
71de077f-5fb5-492a-9af9-98934bd200ab|F11682-6,d9be5dce-9d27-4ad5-9259-f80f6872f968|F11682-3
7298b4c2-b346-4b6c-b2e9-208e53979335|QF3216-23,6670de7e-ff7e-4897-8ebd-75b272dc4ad9|QF3216-18
7e25d0c4-cd27-4287-a13a-46e0d9d4dafa|QR11402-3,da650d0f-7d18-40b5-a96a-1276825b9ebe|QR11402-1
7419506e-b18e-4fe1-91d6-2c8b722824e2|PR1576-24,b22263a7-3bc6-4fb3-9588-5881bf4f6af5|PR1576-20
7451aa18-4dcf-4616-b3cb-758961b46439|R3075-66,5f44bf21-6487-409d-bfa8-cd571b94ca0a|R3075-65
74e9781f-9bbd-47aa-bd87-e04b4afaea06|R2440-15,3a438a78-dd30-4aa7-83a8-4c7871ae52da|R2440-14
73ac8128-1881-4d07-8c3f-82d94c0c1e08|QR11602-9,f042c0ef-bfa9-4851-b59f-812a6cf166e6|QR11602-2
72c62632-7d40-409c-a95b-a6bf188c7a87|G3201-4389-14,68895c2b-b2a3-4fdf-a875-6c91f0f2d27a|G3201-4389-7
73790733-eb75-4259-ac32-57a58ea1b28a|QR14630-2,8f1c62c0-959c-4197-bad5-adbd9c7fe8d3|QR14630-1
80ae3099-d571-4281-a043-aa6514cd483c|R3279-7,604a1f23-5178-4d26-b421-90fbba221d7d|R3279-6
7f266bc1-e0e9-449c-9b9b-00ef03106448|QR11281-9,76ace257-bba6-45b6-9f5b-ed2c761abe7f|QR11281-4
804218da-d799-4b29-97f9-ec7d4ec54552|QR3164-19,7549fcbd-8f31-41bb-8f83-d937bca91df1|QR3164-18
805790f1-759c-43f5-b449-3ec4a1c7e9e9|QR11399-14,1186eb7e-13ed-49de-bc53-eee2e7a1ab35|QR11399-2
8143fb6a-a8a4-46a5-a218-6427ffe40149|SU11024-3,7de9ea96-8e2b-4a9f-95d5-bd642d73426c|SU11024-1
814b5a1d-faaf-4cc7-90a8-86fe5460c1a6|R3119-13,0618b6f4-ca0d-4a24-881d-2845bc03eb38|R3119-5
81f1a9a2-0ba3-48fa-a055-5b25f7cf43f1|R0464-43,d063b98c-dd52-4dbe-a661-f8b886528adb|R0464-40
9118668e-c167-493a-82bb-b7744bc0f269|R0464-24,f0cd88e3-a42d-45d9-803d-6f34d5367889|R0464-22
87ee6401-67b5-4dd7-a0f9-b76d4853ecf6|QR2672-12,1e021859-3639-4bfa-8ec2-601b8250cfc5|QR2672-11
883551d8-4292-4593-9f92-a980cfd204e2|R11747-2,094dc541-1c28-4d10-b449-902ab4d67db4|R11747-1
889e14c8-80c8-4662-bb08-1a311ea7eb9b|SER3796-2,9f7f5bb2-bf6d-49db-bf56-54396849b046|SER3796-1
824a322a-f476-4ee0-9b16-80ba4fa71550|G1890-4567-3,7df325b5-9d1c-4161-b4de-b4af373f829a|G1890-4567-1
815b3034-4945-40f2-b402-3400c13507d3|P2908-10,3e18268a-344b-44e0-b063-553215dcacbb|P2908-9
82eea371-7309-42b7-8eaa-11833974664b|QR13647-2,c168c8ef-99b0-40ae-824a-c408588fa01d|QR13647-1
82bcf7b6-1be0-41e4-8e24-393c1b142523|QR12171-2,04119239-ee21-4c47-a2e9-7b495723daa4|QR12171-1
812cc401-fcd3-466d-a333-25082d9a70f4|F4595-15,245a9d4c-98df-408a-a457-196acea80754|F4595-14
8823c0c0-9b40-4913-832d-1e61b31f3e4b|QF3223-12,b1d6edff-922a-4917-a4fd-19dee540b993|QF3223-8
90cc7b0e-6b65-4ce2-bef4-3a233280eb5e|R3125-5,a49c0195-871d-4e66-9f98-204d136c111e|R3125-4
8396b2ab-1ff9-423d-a04a-14816c207c93|QR11399-7,1186eb7e-13ed-49de-bc53-eee2e7a1ab35|QR11399-2
84918c66-bd5d-4fa0-b95e-d05e3fb73a4c|F2683-19,ce3471aa-9186-4ce4-87f4-27097222c405|F2683-16
91cae3d5-fff5-41b5-9b11-24f1fff096bd|QR3939-5,045e3a52-8f93-412d-9597-7e833e48ccce|QR3939-3
84c2eaf6-ec28-435c-b2e8-7355fa8a83c4|GCB12914211-3,048bc323-50cb-488a-9d54-7a6c4d826c3e|GCB12914211-1
84de3511-df0e-48f5-9e40-d75b2f87e6f2|R2996-18,f76df6e3-6865-4dee-8e07-b11d85870c01|R2996-14
84ecfb28-538e-4545-8918-588c4072fc50|GCLC28412607-2,7fa8bed0-3a85-4376-859e-a84288d67ffd|GCLC28412607-1
856fd990-912f-4f47-ad35-9d5ebaae1091|MOD-3223-4101-1,b1d6edff-922a-4917-a4fd-19dee540b993|QF3223-8
81c0c75c-d696-4545-90e6-2b5aba0abb6e|R10610-1,0aa52a49-834e-4542-b35f-aa3fce3eb949|TST10609-1
83372fef-b215-452a-85e5-00577f12a7c2|P3389-33,83c373e0-0429-4c5b-b7cd-2eecff2ade2f|P3389-19
8574d94a-c831-47f0-be6d-5b8402dcf22f|R3189-16,4acb4e97-0d38-48d3-a601-1f5769844e77|R3189-15
833fc498-32f3-4a19-bad4-1ee37462310d|QR3306-20,0a45364b-ebd4-48fb-9329-00c988b80b8b|QR3306-19
849e48b4-705e-4048-929c-c91e3cc1de10|MOD-3142-10389-2,d1b28966-d1aa-46b5-a0f0-86287d3ad03e|MOD-3142-10389-1
871d7282-0dad-47e4-a958-fd9674a44f07|F10137-4,4ed436d8-707e-4c8b-bebf-c663274f94e8|F10137-1
867a022c-c2d3-43ab-bca3-e93db7fd57be|GCLC22911921-5,c0dc32bb-e272-4c25-b046-1008b5b159e2|GCLC22911921-1
86cdc7e5-8694-47e7-b23a-30c82032a658|QR1826-21,3c54691e-dd39-4645-9ac2-622bb7fb217d|QR1826-19
87a06683-9960-4cfe-b763-b79c013ea766|L12614-4,9d523109-2ad0-442f-bc33-5b63c1c4343f|L12614-1
875fc0d6-a52d-47be-9e99-a380507f9897|F4484-4,c198b22d-2f7a-423d-ad58-0c67476d62e6|F4484-2
88455a34-307e-48c4-aa12-779b25bbf3b8|QR12203-11,491b0e65-f9b8-49ce-b6c9-2413c6eafcb8|QR12203-1
8a793690-230e-4879-b8d8-c1405c9a199e|ASB4368-16,908f7e44-b543-45a3-9958-1d55c64e8069|ASB4368-10
89f5cbdf-412a-4237-a042-eb9e4cecbf81|SU10958-16,a8813f09-0502-402f-a94e-0e9432eebe86|SU10958-5
88ac7326-86e5-405b-a44b-0afef2ec6846|R4038-17,99c5be41-6a47-4f6e-820a-ca4c536c9ee5|R4038-8
8892e772-4bdc-4f79-8099-fd6a387692e9|R3474-5,08b97d7e-e650-41b6-bdd5-3e04afe1adb0|R3474-4
83c373e0-0429-4c5b-b7cd-2eecff2ade2f|P3389-19,f50cd2bd-43e6-43fa-aad0-93259f21157e|P3389-18
83db2c56-38e3-42dd-ad21-f9187826f96d|R2996-17,f76df6e3-6865-4dee-8e07-b11d85870c01|R2996-14
84aaf4a5-9cfd-4e2d-a54e-e0cc4b84abb8|MOD-3938-14130-2,bde5c5da-412f-4679-aae2-a0950b8e15fd|MOD-3938-14130-1
85ef0d39-477f-4deb-8ce5-f5ab8c0e48f5|QR3399-19,4d223ce9-4df2-4478-a501-347aa1f45f1f|QR3399-13
8505f1e8-96f0-4793-8c6e-acf1354d4823|R10610-6,272d5ade-6305-4051-9b19-01cc425f6225|R10610-3
89a8aaad-e074-4b7f-a0b7-ba4b49eaf46b|QR11602-21,f042c0ef-bfa9-4851-b59f-812a6cf166e6|QR11602-2
85a69c75-d0f4-4a27-a8e5-676421daf4f0|R4212-34,cd24bfa2-fccb-4eb1-bd35-971765fdbbb7|R4212-26
8a1a4487-6f72-42ed-90e2-56685954240d|R4474-25,fc0c70f0-0f20-463a-9412-456e93d1f520|R4474-15
88db3e98-3e3d-41ea-b724-0c7a95fe516b|QR11399-13,1186eb7e-13ed-49de-bc53-eee2e7a1ab35|QR11399-2
85feb7c5-7060-4db3-abc1-00c5e274ab0a|F2683-13,a0a19306-27a9-4ab6-b922-d8448869ecd8|F2683-12
865cce93-23df-4f1b-9815-50dd9aa54e1d|G2996-4298-16,c5a1366b-1cb8-4d34-aa35-01aecbbce940|G2996-4298-14
88efb4f5-fe77-45d1-b3bb-a4125997c476|R3125-6,1da8d589-15e7-4c37-9176-0632830f0ae1|R3125-3
8c09b70f-bc7d-4e79-8658-7911430cc9de|QR1947-49,436550aa-b42b-437d-9475-216cd49ee2e3|QR1947-45
8c573077-54e3-4945-8a56-cededb76829f|F10137-3,af27215d-d7e9-4994-b580-4cee4da48b24|F10137-2
85433bdc-5181-4eea-aed4-415b758fa99a|SU11136-2,aedaddb2-89a5-45d7-8bd7-cb0bbcb582f4|SU11136-1
8a9e4098-69bd-42bb-87e9-29be6b2bcee1|MOD-10137-13317-1,87f72045-8832-4859-842f-c4786cc586b4|F10137-17
8b20eedd-aa26-434b-b396-ca7b46af27f0|MOD-3208-13151-1,687587b8-b8ef-4e57-b187-49749ac57a14|QR3208-32
8bcdd625-8a89-4b80-89cd-845d2d651214|QR10037-7,dbe5af92-b765-4cce-b8db-7e8659c01e01|QR10037-2
8ddf253f-6e2d-42fc-af2e-e690c3dad9fd|QR3154-53,215a938b-767e-4863-8e6a-25e9d4cd1227|QR3154-50
